0,Justin,hello@teamcfe.com,123.22,,2019-06-21 13:01:54.735955
1,Justin,hello@teamcfe.com,123.22,,2019-06-21 13:01:58.401796
2,Justin,hello@teamcfe.com,123.22,,2019-06-21 13:01:59.217919
3,Justin,hello@teamcfe.com,123.22,,2019-06-21 13:02:00.041981
4,Justin,hello@teamcfe.com,123.22,,2019-06-21 13:02:00.521888
5,Justin,hello@teamcfe.com,123.22,,2019-06-21 13:02:01.544860
6,Justin,hello@teamcfe.com,123.22,,2019-06-21 13:02:01.866104
7,Justin,hello@teamcfe.com,123.22,,2019-06-21 13:02:02.201782
8,Justin,hello@teamcfe.com,123.22,,2019-06-21 13:02:02.530232
9,Justin,hello@teamcfe.com,123.22,,2019-06-21 13:02:02.825420
10,Justin,hello@teamcfe.com,123.22,,2019-06-21 13:02:03.129754
11,Justin,hello@teamcfe.com,123.22,,2019-06-21 13:02:03.425922
12,Justin,hello@teamcfe.com,123.22,,2019-06-21 13:02:03.705941
13,Justin,hello@teamcfe.com,123.22,,2019-06-21 13:02:04.073905
