0,Justin,hello@teamcfe.com,123.22,,2019-06-20 19:33:58.289088
1,Justin,hello@teamcfe.com,123.22,,2019-06-20 19:34:03.436147
2,Justin,hello@teamcfe.com,123.22,,2019-06-20 19:34:04.287067
3,Justin,hello@teamcfe.com,123.22,,2019-06-20 19:34:05.947694
4,Justin,hello@teamcfe.com,123.22,,2019-06-20 19:34:06.255216
5,Justin,hello@teamcfe.com,123.22,,2019-06-20 19:34:06.535866
6,Justin,hello@teamcfe.com,123.22,,2019-06-20 19:34:06.774491
7,Justin,hello@teamcfe.com,123.22,,2019-06-20 19:34:07.004511
8,Justin,hello@teamcfe.com,123.22,,2019-06-20 19:34:07.248587
9,Justin,hello@teamcfe.com,123.22,,2019-06-20 19:34:07.494176
